http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#bibliographyType,http://purl.org/dc/terms/identifier,http://purl.org/dc/terms/creator,http://purl.org/dc/terms/title,http://purl.org/dc/terms/source,http://purl.org/ontology/bibo/volume,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#number,http://purl.org/ontology/bibo/pages,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#yearPublished,http://www.w3.org/2004/02/skos/core#note,http://purl.org/ontology/bibo/uri,http://purl.org/dc/terms/abstract,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#keywords
7,GOPINATTH20232098,"Gopinatth, Varun; Casanova, Felipe J.; Knapik, Derrick M.; Mameri, Enzo S.; Jackson, Garrett R.; Khan, Zeeshan A.; McCormick, Johnathon R.; Yanke, Adam B.; Cole, Brian J.; Chahla, Jorge",Consistent Indications and Good Outcomes Despite High Variability in Techniques for Two-Stage Revision Anterior Cruciate Ligament Reconstruction: A Systematic Review,Arthroscopy: The Journal of Arthroscopic & Related Surgery,39,9,2098-2111,2023,,https://www.sciencedirect.com/science/article/pii/S0749806323001755,"Purpose To systematically review the current literature regarding the indications, techniques, and outcomes after 2-stage revision anterior cruciate ligament reconstruction (ACLR). Methods A literature search was performed using SCOPUS, PubMed, Medline, and the Cochrane Central Register for Controlled Trials according to the 2020 Preferred Reporting Items for Systematic Reviews and Meta Analyses statement. Inclusion criteria was limited to Level I-IV human studies reporting on indications, surgical techniques, imaging, and/or clinical outcomes of 2-stage revision ACLR. Results Thirteen studies with 355 patients treated with 2-stage revision ACLR were identified. The most commonly reported indications were tunnel malposition and tunnel widening, with knee instability being the most common symptomatic indication. Tunnel diameter threshold for 2-stage reconstruction ranged from 10 to 14 mm. The most common grafts used for primary ACLR were bone–patellar tendon–bone (BPTB) autograft, hamstring graft, and LARS (polyethylene terephthalate) synthetic graft. The time elapsed from primary ACLR to the first stage surgery ranged from 1.7 years to 9.7 years, whereas the time elapsed between the first and second stage ranged from 21 weeks to 13.6 months. Six different bone grafting options were reported, with the most common being iliac crest autograft, allograft bone dowels, and allograft bone chips. During definitive reconstruction, hamstring autograft and BPTB autograft were the most commonly used grafts. Studies reporting patient-reported outcome measures showed improvement from preoperative to postoperative levels in Lysholm, Tegner, and objective International Knee and Documentation Committee scores. Conclusions Tunnel malpositioning and widening remain the most common indications for 2-stage revision ACLR. Bone grafting is commonly reported using iliac crest autograft and allograft bone chips and dowels, whereas hamstring autograft and BPTB autograft were the most used grafts during the second-stage definitive reconstruction. Studies showed improvements from preoperative to postoperative levels in commonly used patient reported outcomes measures. Level of Evidence Level IV, systematic review of Level I, III, and IV studies.",
7,FRITZ2023463,"Fritz, Jan; Rashidi, Ali; de Cesar Netto, Cesar",Magnetic Resonance Imaging of Total Ankle Arthroplasty: State-of-The-Art Assessment of Implant-Related Pain and Dysfunction,Foot and Ankle Clinics,28,3,463-492,2023,Advanced Imaging of the Foot and Ankle,https://www.sciencedirect.com/science/article/pii/S1083751523000967,,"Ankle arthroplasty, Complications, Metal artifact reduction (MARS), Magnetic resonance imaging (MRI)"
7,GHANDFOROUSHAN2023125674,"Ghandforoushan, Parisa; Alehosseini, Morteza; Golafshan, Nasim; Castilho, Miguel; Dolatshahi-Pirouz, Alireza; Hanaee, Jalal; Davaran, Soodabeh; Orive, Gorka",Injectable hydrogels for cartilage and bone tissue regeneration: A review,International Journal of Biological Macromolecules,246,,125674,2023,,https://www.sciencedirect.com/science/article/pii/S0141813023025680,"Annually, millions of patients suffer from irreversible injury owing to the loss or failure of an organ or tissue caused by accident, aging, or disease. The combination of injectable hydrogels and the science of stem cells have emerged to address this persistent issue in society by generating minimally invasive treatments to augment tissue function. Hydrogels are composed of a cross-linked network of polymers that exhibit a high-water retention capacity, thereby mimicking the wet environment of native cells. Due to their inherent mechanical softness, hydrogels can be used as needle-injectable stem cell carrier materials to mend tissue defects. Hydrogels are made of different natural or synthetic polymers, displaying a broad portfolio of eligible properties, which include biocompatibility, low cytotoxicity, shear-thinning properties as well as tunable biological and physicochemical properties. Presently, novel ongoing developments and native-like hydrogels are increasingly being used broadly to improve the quality of life of those with disabling tissue-related diseases. The present review outlines various future and in-vitro applications of injectable hydrogel-based biomaterials, focusing on the newest ongoing developments of in-situ forming injectable hydrogels for bone and cartilage tissue engineering purposes.","Biomaterials, Bioactive scaffolds, Hydrogels, Injectable, Tissue engineering, Medical applications"
7,MISHRA2023,"Mishra, Partha Narayan; Jain, Surabhi; Bore, Thierry; Chang, Ilhan; Kwon, Yeong-Man; Wang, Yijie; Dash, Hirak Ranjan; Kumar, Ashutosh; Tiwari, Satyam; Jiang, Ningjun; Das, Sarat Kumar; Scheuermann, Alexander",Biological perspectives in geotechnics: Application and monitoring,Journal of Rock Mechanics and Geotechnical Engineering,,,,2023,,https://www.sciencedirect.com/science/article/pii/S1674775523003141,"This paper builds on exploring the applications of biomediated pathways to solve geotechnical challenges. First, the state of the art of biological remediation strategies including microbial remediation and phytoremediation have been introduced and critically reviewed in the context of decontaminating the soils. Next, biopolymerisation, biomineralisation and bioneutralisation processes have been depicted with a special emphasis on the applications including but not limited to soil stabilisation, soil erosion prevention, anti-desertification and pH neutralisation. Each of these methods have their own limitations and bottlenecks while scaling up, and these challenges have been summarised and some possible paths to overcome the challenges have also been discussed. The state of the art of electromagnetic (EM) monitoring methods to capture the effects of biomediation on spatio-temporal soil properties are then highlighted as a non-invasive and rapid pathway to track the progress of biomediated soil processes. Finally, each of the technologies discussed have been evaluated for their maturity level using the principles of technology readiness level (TRL). A majority of the technologies amounting to around 77% are still in the TRL 4–7, i.e. in the valley of death. It is thus evident that development of these technologies needs to be supported with appropriate funding for improving their maturity to a level of industrial deployment.","Biogeotechnics, Bioremediation, Phytoremediation, Biopolymers, Biomineralisation, Electromagnetic (EM) methods technology readiness level (TRL)"
7,KUMBHAKAR2023106671,"Kumbhakar, Partha; Jayan, Jitha S.; Sreedevi Madhavikutty, Athira; Sreeram, P. R.; Saritha, Appukuttan; Ito, Taichi; Tiwary, Chandra Sekhar",Prospective applications of two-dimensional materials beyond laboratory frontiers: A review,iScience,26,5,106671,2023,,https://www.sciencedirect.com/science/article/pii/S2589004223007484,"Summary The development of nanotechnology has been advancing for decades and gained acceleration in the 21st century. Two-dimensional (2D) materials are widely available, giving them a wide range of material platforms for technological study and the advancement of atomic-level applications. The design and application of 2D materials are discussed in this review. In order to evaluate the performance of 2D materials, which might lead to greater applications benefiting the electrical and electronics sectors as well as society, the future paradigm of 2D materials needs to be visualized. The development of 2D hybrid materials with better characteristics that will help industry and society at large is anticipated to result from intensive research in 2D materials. This enhanced evaluation might open new opportunities for the synthesis of 2D materials and the creation of devices that are more effective than traditional ones in various sectors of application.","Materials science, Nanomaterials, Materials application"
7,WANG2023101048,"Wang, Zhoujie; Li, Songyan; Jin, Zhijun; Li, Zhaomin; Liu, Quanyou; Zhang, Kaiqiang",Oil and gas pathway to net-zero: Review and outlook,Energy Strategy Reviews,45,,101048,2023,,https://www.sciencedirect.com/science/article/pii/S2211467X22002425,"Global climate changes urge prompt energy transition for less carbon emissions, from traditional fossil fuels to renewable and sustainable clean energy. However, in reality, the world's energy majority cannot make U-turn immediately to renewables or clean energy due to the immature technology readiness, insufficient resource availability and unstable energy supply. In the next few decades, the fossil fuels, particularly oil and gas, will continue acting as the primary energy sector. Thus, instead of absolutely abandoning fossil fuel and seeking for impractical carbon mitigation technologies, to decarbonise the oil and gas will be definitely feasible and contribute more to net-zero transitions. This study, initially put eyes on the oil and gas decarbonization, critically reviewing the oil and gas resources, technologies, policies, and their futures toward net-zero. Basically, the status of oil and gas resources from different global regions, including the details of reserves, productions, consumptions, are summarized and analyzed. Moreover, the oil and gas technologies are categorized as gas, thermal and non-thermal, new recovery methods, each of which is specifically discussed in the applicable reservoir, mechanism, features and examples. Then, the global carbon emissions are reviewed in perspectives of emissions from fuel types and world regions as well as mitigations policies. Accordingly, the carbon mitigation approaches, specially in the oil and gas industry, are collected and listed from enterprise managements and technology renovations. Lastly, based on all the information and analyses and assisted with IEA energy outlook report, we provide a potential pathway for the oil and gas towards carbon neutral. This paper provides comprehensive overview on the oil and gas pathway to net-zero, which will not only technically guide the oil and gas decarbonisations, also be of interest to wide-range readers who are not experts but intend to understand the energy transitions.","Oil and gas decarbonization, Net zero, Energy transition, Review and outlook"
7,MERAZ2023665,"Meraz, Md Montaseer; Mim, Nusrat Jahan; Mehedi, Md Tanjid; Bhattacharya, Badhon; Aftab, Md. Reduan; Billah, Md. Mustakim; Meraz, Md. Musfike","Self-healing concrete: Fabrication, advancement, and effectiveness for long-term integrity of concrete infrastructures",Alexandria Engineering Journal,73,,665-694,2023,,https://www.sciencedirect.com/science/article/pii/S111001682300368X,"In this study, several aspects of autogenous and autonomous healing concrete are discussed, including their characterization, processes, and performances. Mineral admixtures, fibers, and autonomous methods like shape memory alloys, capsules, and microbial technologies have been found effective in repairing cracks. Based on this review, autonomous approaches heal cracks better than autogenous methods also geometry and size of cracks have an important role in selecting self-healing techniques and agents. The effectiveness of biomimetic materials such as shape memory alloys, capsules, and bacteria-based self-healing concrete is also being carefully considered. Lastly, future research scope and present gaps are recognized and discussed.","Self-healing, Healing agent, Autogenous, Autonomous, Micro-crack, Durability"
7,KUMAR2023100431,"Kumar, A.; Mishra, R. K.; Verma, K.; Aldosari, S. M.; Maity, C. K.; Verma, S.; Patel, R.; Thakur, V. K.",A comprehensive review of various biopolymer composites and their applications: From biocompatibility to self-healing,Materials Today Sustainability,23,,100431,2023,,https://www.sciencedirect.com/science/article/pii/S2589234723001173,"Biopolymers are appealingly pleasing due to their biocompatibility and biodegradability, and they deserve further investigation due to these characteristics. Biopolymers are a general term that refers to a range of plastics made from renewable biomass sources such as pea starch, vegetable oil, corn starch, etc. When used in conjunction with bioinspired polymeric materials (as well as several biopolymers) that have been scientifically extracted from specific polymers and tailored to specific applications. On the other hand, the use of bioplastics has been associated with many environmental issues, including unfavourable land use change and greenhouse gas emissions, necessitating an assessment of the true environmental impact of bioplastic use in the first place. In this review, reactive compatibilization strategies of the most popular plant polysaccharides in blends with biobased polymers are examined critically in terms of their current state and prospects for the future. The processes for the modification and compatibilization of biopolymer-based materials, as well as their practical implementation, are reviewed. The efficacy of these strategies is examined in depth using polymer physics interpretations of blending and compatibilization as well as morphology, rheology, and mechanical properties of biopolymers. This includes a discussion of their macroscopic behaviour, rheological and mechanical properties that can be used to achieve biocompatibility and self-healing characteristics and the scientific and technological limitations and opportunities associated with these properties.","Biopolymer, Self –healing, Biodegradability, Biocompatibility, Recyclability"
7,REN2023136554,"Ren, Liang; Ding, Lu; Guo, Qinghua; Gong, Yan; Yu, Guangsuo; Wang, Fuchen","Characterization, carbon-ash separation and resource utilization of coal gasification fine slag: A comprehensive review",Journal of Cleaner Production,398,,136554,2023,,https://www.sciencedirect.com/science/article/pii/S0959652623007126,"Coal gasification fine slag (CGFS) from the entrained-flow coal gasification process mainly contains ash and residual carbon. Currently, the CGFS is normally stacked and landfilled in slag yards, resulting in huge resources waste and potential environmental risks. This study aims to review the research advances of the characterizations, carbon-ash separation and resource utilization of CGFS, so as to reveal the guiding role of CGFS characterizations on the process of separation and resource utilization. In this paper, the characterizations of CGFS are summarized from compositions, structures and dehydration. Methods for separating carbon-ash from CGFS are compared and analyzed. The resource utilization methods of CGFS are reviewed from direct utilization and high-value utilization. Moreover, the future research directions of carbon-ash separation and resource utilization are briefly discussed. Accordingly, this review identifies that particle size is a key factor determining the structure and composition of CGFS. Based on the analysis of the CGFS characterizations, froth flotation shows great application potential for carbon-ash separation from CGFS under the premise of reagent recycling. Blending combustion as the main direction of CGFS resource utilization should be considered. Although the synthesis of porous materials from CGFS is conducive to improving the environmental benefits of coal gasification plants, the optimization research on the preparation methods of CGFS-based porous materials is urgently needed.","Coal gasification fine slag, Physicochemical property, Froth flotation, Blending combustion, Porous material"
7,FARIDI2023105727,"Faridi, Mohammad; Burg, Jean-Pierre; Nazari, Hamid; Haghipour, Negar; Faridi, Mina","Neotectonics and paleoseismology of the North Tabriz Fault, Azerbaijan Region, Northwest Iran",Journal of Asian Earth Sciences,254,,105727,2023,,https://www.sciencedirect.com/science/article/pii/S1367912023001888,"Structural characteristics and seismic parameters were investigated to reevaluate seismic hazards along the North Tabriz Fault (NTF). Field surveys and paleoseismology on the central segment of the fault, combined with dating of sedimentary units, document multiple surface-rupturing paleoearthquakes during the past 3.5 ka. The calculated moment magnitudes (Mw) for the identified paleoearthquakes range from 6.3 to 7.5, causing surface ruptures of ca. 50 km with a maximum slip per event of 5.7 ± 0.2 m. Kinematic GPS surveys on displaced geomorphic features, combined with the dating results indicate that the central segment of the NTF slips at a rate of 6.4 ± 0.5 mm yr−1 over the past 7.5 ka. Fault orientations and scattered volcanic vents in Sahand Volcanic Complex (SVC) suggest that its configuration and evolution have been affected by the regional transpression.","Tabriz Fault, Sahand Volcano, Azerbaijan, Paleoseismology"
7,CHEN2023505,"Chen, Rouyan; Pye, Jasmine Sarah; Li, Jiarong; Little, Christopher B.; Li, Jiao Jiao",Multiphasic scaffolds for the repair of osteochondral defects: Outcomes of preclinical studies,Bioactive Materials,27,,505-545,2023,,https://www.sciencedirect.com/science/article/pii/S2452199X23001342,"Osteochondral defects are caused by injury to both the articular cartilage and subchondral bone within skeletal joints. They can lead to irreversible joint damage and increase the risk of progression to osteoarthritis. Current treatments for osteochondral injuries are not curative and only target symptoms, highlighting the need for a tissue engineering solution. Scaffold-based approaches can be used to assist osteochondral tissue regeneration, where biomaterials tailored to the properties of cartilage and bone are used to restore the defect and minimise the risk of further joint degeneration. This review captures original research studies published since 2015, on multiphasic scaffolds used to treat osteochondral defects in animal models. These studies used an extensive range of biomaterials for scaffold fabrication, consisting mainly of natural and synthetic polymers. Different methods were used to create multiphasic scaffold designs, including by integrating or fabricating multiple layers, creating gradients, or through the addition of factors such as minerals, growth factors, and cells. The studies used a variety of animals to model osteochondral defects, where rabbits were the most commonly chosen and the vast majority of studies reported small rather than large animal models. The few available clinical studies reporting cell-free scaffolds have shown promising early-stage results in osteochondral repair, but long-term follow-up is necessary to demonstrate consistency in defect restoration. Overall, preclinical studies of multiphasic scaffolds show favourable results in simultaneously regenerating cartilage and bone in animal models of osteochondral defects, suggesting that biomaterials-based tissue engineering strategies may be a promising solution.","Osteochondral defects, Tissue engineering, Multiphasic scaffolds, Biomaterials, Animal models"
7,WORASITH2023106980,"Worasith, Niramon; Goodman, Bernard A.",Clay mineral products for improving environmental quality,Applied Clay Science,242,,106980,2023,,https://www.sciencedirect.com/science/article/pii/S0169131723001679,"Although clay minerals play fundamental roles in many environmental processes, especially in controlling the movement of various ions and molecules in soils, they are also useful precursors for a wide range of products that can be used to address other problems of environmental importance. This paper briefly reviews methods for activation and surface modification along with the preparation of pillared clays and clay complexes with organic molecules and polymers. After describing the application of natural clays to environmental problems, the remainder of the review is devoted to products that can improve environmental quality. These include adsorbents for the removal of various types of pollutant from waters, including heavy metals, organic and inorganic molecules. Clay-derived products also have roles in the destruction of organic waste, the production of environmental sensors, and combating various other environmental problems. Important roles exist for clay minerals in clean energy production, including light harvesting by hybrid materials based on complexes between porphyrins and clay minerals, and biofuel production where pillared clays have a role in the cracking of vegetable oils, and clay-based composites could act as storage media for H2. The swelling properties of smectite clays form the basis for their use as environmental barriers, and these can be improved by composite materials based on clay-polymer complexes. Clays also have a role as lubricants in drilling fluids, and strategies for improving the efficiency of drilling muds are described. In addition, clay-derived products could have important uses in the control of atmospheric emissions, and the collection of CO2 for use in the food and drinks industry. Finally, some other uses of clay-derived products are mentioned briefly, including complexes of clays with natural fibers as biodegradable food packaging materials, and as media for the slow release of fertilizers, pesticides and preservatives. Overall, clay minerals have several important roles in the production of cleaner sustainable environments, and these can be expected to increase in the future.","Adsorption, Bentonite, Composite, Kaolin, Phyllosilicate, Surface modification"
7,OLIVEIRA2023103291,"de Oliveira, Francisca Jennifer Duarte; Costa, Moan Jéfter Fernandes; de-Souza, Pedro Henrique Sette; de Araújo, Diana Ferreira Gadelha; Borges, Boniek Castillo Dutra",Can the inclusion of the dimethylaminohexadecyl methacrylate (DMAHDM) monomer in adhesive systems provide to them an antibacterial effect? A systematic review,International Journal of Adhesion and Adhesives,120,,103291,2023,,https://www.sciencedirect.com/science/article/pii/S014374962200207X,"This systematic review aimed to evaluate if the inclusion of dimethylaminohexadecyl methacrylate (DMAHDM), an antibacterial monomer, in dental adhesive systems can provide them with an antibacterial effect without impairing the material's properties. The electronic search was performed in Pubmed, Web of Science and Scopus, retrieving studies that evaluated the antimicrobial capacity of DMAHDM added in adhesive systems. The initial search identified 547 articles. After duplicates removal, screening title, abstract and full-text reading, 18 articles were approved to compose the final sample. The results demonstrated DMAHDM's efficacy as an antibacterial agent through different approaches, such as bacterial metabolic activity, polysaccharide production, lactic acid production, and colony-forming units (CFU) count. Most studies were in vitro and reported that dentin shear bond strength was not compromised compared to control groups, with only two exceptions. Long-term analysis was less reported in the studies, although no loss of antibacterial efficacy was observed after 30 days to 12 months. The quality assessment of primary studies resulted in a low risk of bias for all articles. The in vitro studies in the literature pointed to DMAHDM as an effective antibacterial agent in dental adhesives for several caries-related bacteria. The adhesive properties were preserved in the analyzed studies when DMAHDM was added up to 5% by wt%. However, there are still gaps regarding materials' biocompatibility and long-term effectiveness.","Quaternary ammonium compounds, Dimethylaminohexadecyl methacrylate, Dental caries, Dental bonding, Antibacterial agents"
7,ZHANG2023129824,"Zhang, Xiaoyuan; An, Lei; Tian, Junli; Ji, Bin; Lu, Jinfeng; Liu, Yu",Microalgal capture of carbon dioxide: A carbon sink or source?,Bioresource Technology,390,,129824,2023,,https://www.sciencedirect.com/science/article/pii/S096085242301252X,"The rapidly evolving global warming is triggering all levels of actions to reduce industrial carbon emissions, while capturing carbon dioxide of industrial origin via microalgae has attracted increasing attention. This article attempted to offer preliminary analysis on the carbon capture potential of microalgal cultivation. It was shown that the energy consumption-associated with operation and nutrient input could significantly contribute to indirect carbon emissions, making the microalgal capture of carbon dioxide much less effective. In fact, the current microalgae processes may not be environmentally sustainable and economically viable in the scenario where the carbon footprints of both upstream and downstream processing are considered. To address these challenging issues, renewable energy (e.g., solar energy) and cheap nutrient source (e.g., municipal wastewater) should be explored to cut off the indirect carbon emissions of microalgae cultivation, meanwhile produced microalgae, without further processing, should be ideally used as biofertilizer or aquafeeds for realizing complete nutrients recycling.","Microalgae, Carbon capture, Carbon dioxide emission, Ammonia, Biofertilizer"
7,CONEJERODELMAZO2023251,"Conejero del Mazo, Raquel; García Forcén, Laura; Navarro Aguilar, María Elena",Recurrent aphthous stomatitis,Medicina Clínica (English Edition),161,6,251-259,2023,,https://www.sciencedirect.com/science/article/pii/S2387020623003522,"Recurrent aphthous stomatitis (RAS) is the most common clinical disease of the oral mucosa. Its prevalence in the general population varies between 5 and 25%, with its peak appearance in the second decade of life. So far, the etiopathogenesis is not clear. In genetically predisposed patients, the effect of certain triggering factors would initiate the proinflammatory cytokine cascade directed against certain regions of the oral mucosa. Ulcers are round or oval with well-defined erythematous margins and a shallow ulcerated center covered with a gray or yellowish fibrinous pseudomembrane. The ulcers may reappear at intervals of a few days and months. Given the appearance of periodic thrush in the oral mucosa, the first thing to do is to make a correct differential diagnosis, rule out associated systemic diseases and assess treatable causes before reaching the diagnosis of RAS. At present, there is no curative treatment. Resumen La estomatitis aftosa recurrente (EAR) es la enfermedad clínica más frecuente de la mucosa oral. Su prevalencia en la población general varía entre el 5 y el 25%, siendo su pico de aparición en la segunda década de la vida. Hasta el momento, la etiopatogenia no está aclarada. En pacientes genéticamente predispuestos, el efecto de ciertos factores desencadenantes iniciaría la cascada de citocinas proinflamatorias dirigidas contra determinadas regiones de la mucosa oral. Las úlceras son redondas u ovaladas con márgenes eritematosos bien definidos y centro poco profundo ulcerado cubierto con una pseudomembrana fibrinosa de color gris o amarillento. Pueden reaparecer a intervalos de pocos días y meses. Ante la aparición de aftas periódicas en la mucosa bucal, lo primero será realizar con correcto diagnóstico diferencial, descartar enfermedades sistémicas asociadas y valorar causas tratables antes de llegar al diagnóstico de EAR. En el momento actual no existe tratamiento curativo.","Recurrent aphthous stomatitis, Diagnosis, Treatment, Estomatitis aftosa recurrente, Diagnóstico, Tratamiento"
7,MOFARRAH2023e16309,"Mofarrah, Mohsen; Jafari-Gharabaghlou, Davoud; Sefidan-Jadid, Mahdi Farhoudi; Zarghami, Nosratollah",Potential application of inorganic nano-materials in modulation of macrophage function: Possible application in bone tissue engineering,Heliyon,9,6,e16309,2023,,https://www.sciencedirect.com/science/article/pii/S2405844023035168,"Nanomaterials indicate unique physicochemical properties for drug delivery in osteogenesis. Benefiting from high surface area grades, high volume ratio, ease of functionalization by biological targeting moieties, and small size empower nanomaterials to pass through biological barriers for efficient targeting. Inorganic nanomaterials for bone regeneration include inorganic synthetic polymers, ceramic nanoparticles, metallic nanoparticles, and magnetic nanoparticles. These nanoparticles can effectively modulate macrophage polarization and function, as one of the leading players in osteogenesis. Bone healing procedures in close cooperation with the immune system. Inflammation is one of the leading triggers of the bone fracture healing barrier. Macrophages commence anti-inflammatory signaling along with revascularization in the damaged site to promote the formation of a soft callus, bone mineralization, and bone remodeling. In this review, we will discuss the role of macrophages in bone hemostasis and regeneration. Furthermore, we will summarize the influence of the various inorganic nanoparticles on macrophage polarization and function in the benefit of osteogenesis.","Bone regeneration, Inorganic nano-structure, Osteo-immunomodulation, Osteo-inductive biomolecules, Macrophage polarization"
7,GONG2023111217,"Gong, Guangjun; Guojun Zhao; Pang, Weixin; Yang, Mingjun; Chen, Bingbing; Zheng, Jia-nan",Review of hydrate-bearing sediment permeability for natural gas hydrate exploitation: Measurement and application development,Journal of Petroleum Science and Engineering,220,,111217,2023,,https://www.sciencedirect.com/science/article/pii/S0920410522010695,"Natural gas hydrate-bearing sediment permeability, which influences the flow behavior of fluids, is a key physical parameter used to determine the exploitation efficiency of hydrate. However, no comprehensive overview of existing research related to its measurement and application development has been conducted to date. In this review, the related advances in sediment permeability are systematically summarized in terms of experiments, models, numerical simulations, and its influence on hydrate exploitation. The sediment permeability measurement and their influencing factors have been comprehensively analyzed. In particular, the effects of hydrate phase transition on sediment permeability are discussed in detail. In addition, the normalized models of sediment permeability and numerical simulations of sediment structure are investigated. However, no universal normalized models of sediment permeability and numerical simulation of hydrate phase transition are available. The mechanism by which sediment permeability magnitude and anisotropy influence the hydrate exploitation efficiency has also been discussed. Finally, future efforts should focus on dynamic evolution, high-precision measurement, multifactor coupling effect, generalization of models, and optimization of numerical simulations, which are beneficial to improve guidance for the commercial exploitation of hydrate.","Natural gas hydrate, Sediment permeability, Exploitation efficiency, Pore structure"
7,SIVAKUMAR2023126237,"Sivakumar, Ponnurengam Malliappan; Yetisgin, Abuzer Alp; Demir, Ebru; Sahin, Sevilay Burcu; Cetinel, Sibel",Polysaccharide-bioceramic composites for bone tissue engineering: A review,International Journal of Biological Macromolecules,250,,126237,2023,,https://www.sciencedirect.com/science/article/pii/S0141813023031331,"Limitations associated with conventional bone substitutes such as autografts, increasing demand for bone grafts, and growing elderly population worldwide necessitate development of unique materials as bone graft substitutes. Bone tissue engineering (BTE) would ensure therapy advancement, efficiency, and cost-effective treatment modalities of bone defects. One way of engineering bone tissue scaffolds by mimicking natural bone tissue composed of organic and inorganic phases is to utilize polysaccharide-bioceramic hybrid composites. Polysaccharides are abundant in nature, and present in human body. Biominerals, like hydroxyapatite are present in natural bone and some of them possess osteoconductive and osteoinductive properties. Ion doped bioceramics could substitute protein-based biosignal molecules to achieve osteogenesis, vasculogenesis, angiogenesis, and stress shielding. This review is a systemic summary on properties, advantages, and limitations of polysaccharide-bioceramic/ion doped bioceramic composites along with their recent advancements in BTE.","Bone substitutes, Bioactivity, Calcium phosphate, Bioglass, Calcium silicate"
7,YANG2023168,"Yang, Jiancheng; Feng, Yan; Li, Qingmei; Zeng, Yuhong",Evidence of the static magnetic field effects on bone-related diseases and bone cells,Progress in Biophysics and Molecular Biology,177,,168-180,2023,,https://www.sciencedirect.com/science/article/pii/S0079610722001286,"Static magnetic fields (SMFs), magnetic fields with constant intensity and orientation, have been extensively studied in the field of bone biology both fundamentally and clinically as a non-invasive physical factor. A large number of animal experiments and clinical studies have shown that SMFs have effective therapeutic effects on bone-related diseases such as non-healing fractures, bone non-union of bone implants, osteoporosis and osteoarthritis. The maintenance of bone health in adults depends on the basic functions of bone cells, such as bone formation by osteoblasts and bone resorption by osteoclasts. Numerous studies have revealed that SMFs can regulate the proliferation, differentiation, and function of bone tissue cells, including bone marrow mesenchymal stem cells (BMSCs), osteoblasts, bone marrow monocytes (BMMs), osteoclasts, and osteocytes. In this paper, the effects of SMFs on bone-related diseases and bone tissue cells are reviewed from both in vivo studies and in vitro studies, and the possible mechanisms are analyzed. In addition, some challenges that need to be further addressed in the research of SMF and bone are also discussed.","Static magnetic fields, Osteoblasts, Osteoclasts, Fractures, Bone repair, Osteoporosis"
7,GUO2023153,"Guo, Zhenhu; Gao, Xiaohan; Lu, Jingsong; Xu, Wanling; Ye, Jielin; Li, Ying; Xie, Wensheng; Zhao, Lingyun","Recent advances for liquid metals: Synthesis, modification and bio-applications",Journal of Materials Science & Technology,143,,153-168,2023,,https://www.sciencedirect.com/science/article/pii/S1005030222007988,"Considering the application requirements for modern biomedicine, research into novel biomaterials with unusual functions is highly desired. As an alternative, liquid metals (LMs), a nontraditional family of metal materials, have piqued the interest of biomedical researchers and made significant advances in biomedical areas, owing to their shape transformability, self-healing capability, excellent electrical, and thermal conductivities. In particular, many functionalized strategies for the preparation and modification of LMs or LMs-based composites to achieve extended biomedical applications have been investigated in recent years. These findings provided inspiring while constructive reference for the fabrication and engineering of novel LMs-based composites. Herein, in this topic review, we elaborate on the recent advances of LMs-based functional materials, with particular focuses on the synthesis, modification, and bio-applications, especially in antitumor therapy, antibacterial, contrast agent for imaging, bone repair, electronic skin sensor, and nerve connection agent. Further on, the current challenges and future prospects of LMs-based composites are carefully discussed.","Liquid metals, Synthesis, Composites, Antitumor therapy, Bio-application"
7,DOBO20236362,"Dobó, Zsolt; Dinh, Truong; Kulcsár, Tibor",A review on recycling of spent lithium-ion batteries,Energy Reports,9,,6362-6395,2023,,https://www.sciencedirect.com/science/article/pii/S2352484723010089,"Lithium-ion batteries (LIBs) with high power density are commonly used in electric vehicles and portable electronic devices. Their applications have been soaring in recent years resulting in an increasing number of used LIBs. Spent LIBs containing heavy metals and toxic hazardous are becoming a severe threat to the environment and human health which must be addressed properly. Recycling is an option for end-of-life LIBs, which not only prevents the pollution of toxic components but also saves natural sources. This paper introduces battery structures and gives an overview of the current state of waste LIBs and their recycling status. Moreover, recent advancements in hydrometallurgy, pyrometallurgy, and direct recycling at both research and industrial levels are deeply analyzed. This document can serve as a useful reference resource for researchers or engineers, who might profit from applying the concept to the examples summarized in the comprehensive review paper.","Lithium-ion batteries, Waste management, Recycling processes, Hydrometallurgy, Pyrometallurgy, Direct recycling"
